range,values
'Cotizaciones'!F5410,[['SNV2S/1000G']]
'Cotizaciones'!M5410,[[0.988]]
'Cotizaciones'!F5411,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M5411,[[0.965]]
'Cotizaciones'!N5411,[['WATERC']]
'Cotizaciones'!F5412,[['BR-937696']]
'Cotizaciones'!M5412,[[0.957]]
'Cotizaciones'!F5413,[['BR-938730']]
'Cotizaciones'!M5413,[[0.899]]
'Cotizaciones'!F5414,[['Z1INSSO10']]
'Cotizaciones'!M5414,[[1.0]]
'Cotizaciones'!F5415,[['Z1INSEQUI']]
'Cotizaciones'!M5415,[[1.0]]
'Cotizaciones'!F5417,[['BX8071514700K']]
'Cotizaciones'!M5417,[[0.887]]
'Cotizaciones'!F5418,[['B760M DS3H AX DDR4']]
'Cotizaciones'!M5418,[[1.0]]
'Cotizaciones'!F5419,[['RX6600 CLD 8G']]
'Cotizaciones'!M5419,[[0.989]]
'Cotizaciones'!F5420,[['KF432C16BB1/16']]
'Cotizaciones'!M5420,[[1.0]]
'Cotizaciones'!F5422,[['ST2000DM008']]
'Cotizaciones'!M5422,[[0.958]]
'Cotizaciones'!F5423,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M5423,[[0.989]]
'Cotizaciones'!F5424,[['MAG A650BN']]
'Cotizaciones'!M5424,[[0.966]]
'Cotizaciones'!F5426,[['Z1INSSO10']]
'Cotizaciones'!M5426,[[1.0]]
'Cotizaciones'!F5427,[['920-004430']]
'Cotizaciones'!M5427,[[1.0]]
'Cotizaciones'!F5428,[['Z1INSEQUI']]
'Cotizaciones'!M5428,[[1.0]]
'Cotizaciones'!F5430,[['B760M K DDR4']]
'Cotizaciones'!M5430,[[0.971]]
'Cotizaciones'!F5432,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M5432,[[1.0]]
'Cotizaciones'!F5433,[['SNV2S/1000G']]
'Cotizaciones'!M5433,[[0.906]]
'Cotizaciones'!F5434,[['BR-937719']]
'Cotizaciones'!M5434,[[0.957]]
'Cotizaciones'!F5436,[['Z1INSSO10']]
'Cotizaciones'!M5436,[[1.0]]
'Cotizaciones'!F5438,[['Z1INSEQUI']]
'Cotizaciones'!M5438,[[1.0]]
'Cotizaciones'!F5439,[['100-100000590BOX']]
'Cotizaciones'!M5439,[[0.949]]
'Cotizaciones'!F5440,[['PRIME B650M-A AX II-CSM']]
'Cotizaciones'!M5440,[[0.982]]
'Cotizaciones'!F5442,[['KF552C40BBA-32']]
'Cotizaciones'!M5442,[[1.0]]
'Cotizaciones'!F5443,[['SNV2S/1000G']]
'Cotizaciones'!M5443,[[0.988]]
'Cotizaciones'!F5447,[['Z1INSSO10']]
'Cotizaciones'!M5447,[[1.0]]
'Cotizaciones'!F5448,[['Z1INSEQUI']]
'Cotizaciones'!M5448,[[1.0]]
'Cotizaciones'!F5451,[['BL.9BWWA.124']]
'Cotizaciones'!M5451,[[0.904]]
'Cotizaciones'!N5451,[['SSD']]
'Cotizaciones'!F5457,[['KF432C16BB1/16']]
'Cotizaciones'!M5457,[[0.955]]
'Cotizaciones'!F5458,[['SNV2S/1000G']]
'Cotizaciones'!M5458,[[0.906]]
'Cotizaciones'!F5459,[['PYLON550B-BKCUS']]
'Cotizaciones'!M5459,[[1.0]]
'Cotizaciones'!F5460,[['MAG FORGE M100A']]
'Cotizaciones'!M5460,[[0.902]]
'Cotizaciones'!F5461,[['Z1INSSO10']]
'Cotizaciones'!M5461,[[1.0]]
'Cotizaciones'!F5462,[['Z1INSEQUI']]
'Cotizaciones'!M5462,[[1.0]]
'Cotizaciones'!F5463,[['BX8071514900']]
'Cotizaciones'!M5463,[[0.896]]
'Cotizaciones'!F5464,[['PRIME Z790-A WIFI']]
'Cotizaciones'!M5464,[[0.903]]
'Cotizaciones'!F5466,[['KF560C36BBE2K2-32']]
'Cotizaciones'!M5466,[[0.951]]
'Cotizaciones'!F5467,[['SNV2S/1000G']]
'Cotizaciones'!M5467,[[0.988]]
'Cotizaciones'!F5468,[['VENTO120ARGB-BKCWW']]
'Cotizaciones'!M5468,[[0.973]]
'Cotizaciones'!N5468,[['FAN']]
'Cotizaciones'!F5469,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M5469,[[0.965]]
'Cotizaciones'!N5469,[['WATERC']]
'Cotizaciones'!F5470,[['PS-SPD-0750NNFABU-3']]
'Cotizaciones'!M5470,[[0.921]]
'Cotizaciones'!F5471,[['TD500V2-WGNN-S00']]
'Cotizaciones'!M5471,[[0.913]]
'Cotizaciones'!F5472,[['Z1INSSO10']]
'Cotizaciones'!M5472,[[1.0]]
'Cotizaciones'!F5473,[['Z1INSEQUI']]
'Cotizaciones'!M5473,[[1.0]]
'Cotizaciones'!F5474,[['100-100000910WOF']]
'Cotizaciones'!M5474,[[0.882]]
'Cotizaciones'!F5475,[['PRO B650M-P']]
'Cotizaciones'!M5475,[[0.989]]
'Cotizaciones'!F5476,[['KF556C36BBEA-16']]
'Cotizaciones'!M5476,[[1.0]]
'Cotizaciones'!F5477,[['SNV2S/1000G']]
'Cotizaciones'!M5477,[[0.988]]
'Cotizaciones'!F5479,[['PS-SPD-0750NNFABU-3']]
'Cotizaciones'!M5479,[[0.921]]
'Cotizaciones'!F5481,[['Z1INSSO10']]
'Cotizaciones'!M5481,[[1.0]]
'Cotizaciones'!F5482,[['Z1INSEQUI']]
'Cotizaciones'!M5482,[[1.0]]
'Cotizaciones'!F5485,[['100-100000065BOX']]
'Cotizaciones'!M5485,[[0.951]]
'Cotizaciones'!F5486,[['GV-N3060WF2OC-12GD']]
'Cotizaciones'!M5486,[[0.982]]
'Cotizaciones'!N5486,[['GPU']]
'Cotizaciones'!F5491,[['BX8071512700F']]
'Cotizaciones'!M5491,[[0.919]]
'Cotizaciones'!F5492,[['B760 GAMING PLUS WIFI']]
'Cotizaciones'!M5492,[[0.958]]
'Cotizaciones'!F5493,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5493,[[0.917]]
'Cotizaciones'!F5494,[['FF5D532G5600HC36BDC01']]
'Cotizaciones'!M5494,[[0.968]]
'Cotizaciones'!F5495,[['SNV2S/1000G']]
'Cotizaciones'!M5495,[[0.906]]
'Cotizaciones'!F5497,[['BR-937719']]
'Cotizaciones'!M5497,[[0.957]]
'Cotizaciones'!F5499,[['Z1INSEQUI']]
'Cotizaciones'!M5499,[[1.0]]
'Cotizaciones'!F5503,[['KF552C40BBA-32']]
'Cotizaciones'!M5503,[[1.0]]
'Cotizaciones'!F5504,[['SNV2S/1000G']]
'Cotizaciones'!M5504,[[0.988]]
'Cotizaciones'!F5505,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M5505,[[0.984]]
'Cotizaciones'!N5505,[['WATERC']]
'Cotizaciones'!F5506,[['PS-SPD-0750NNFABU-3']]
'Cotizaciones'!M5506,[[0.921]]
'Cotizaciones'!F5508,[['Z1INSSO10']]
'Cotizaciones'!M5508,[[1.0]]
'Cotizaciones'!F5510,[['XZMXZ43B']]
'Cotizaciones'!M5510,[[0.918]]
'Cotizaciones'!F5511,[['Z1INSEQUI']]
'Cotizaciones'!M5511,[[1.0]]
'Cotizaciones'!F5512,[['Z1MANENTR']]
'Cotizaciones'!M5512,[[0.912]]
'Cotizaciones'!N5512,[['SERVICE']]
'Cotizaciones'!F5513,[['Z1MANALTA']]
'Cotizaciones'!M5513,[[1.0]]
'Cotizaciones'!N5513,[['SERVICE']]
'Cotizaciones'!F5517,[['KF552C40BBA-32']]
'Cotizaciones'!M5517,[[1.0]]
'Cotizaciones'!F5518,[['BL.9BWWA.125']]
'Cotizaciones'!M5518,[[1.0]]
'Cotizaciones'!F5519,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M5519,[[0.984]]
'Cotizaciones'!N5519,[['WATERC']]
'Cotizaciones'!F5520,[['PS-SPD-0750NNFABU-3']]
'Cotizaciones'!M5520,[[0.921]]
'Cotizaciones'!F5522,[['Z1INSSO10']]
'Cotizaciones'!M5522,[[1.0]]
'Cotizaciones'!F5523,[['XZMXZ43B']]
'Cotizaciones'!M5523,[[0.918]]
'Cotizaciones'!F5524,[['Z1INSEQUI']]
'Cotizaciones'!M5524,[[1.0]]
'Cotizaciones'!F5527,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5527,[[0.917]]
'Cotizaciones'!F5528,[['TF3D432G3200HC16FDC01']]
'Cotizaciones'!M5528,[[0.934]]
'Cotizaciones'!F5529,[['SNV2S/1000G']]
'Cotizaciones'!M5529,[[0.906]]
'Cotizaciones'!F5531,[['BR-937719']]
'Cotizaciones'!M5531,[[0.957]]
'Cotizaciones'!F5533,[['Z1INSSO10']]
'Cotizaciones'!M5533,[[1.0]]
'Cotizaciones'!F5534,[['XSKTALRW1B']]
'Cotizaciones'!M5534,[[1.0]]
'Cotizaciones'!F5535,[['XSPMG04B']]
'Cotizaciones'!M5535,[[0.987]]
'Cotizaciones'!F5536,[['Z1INSEQUI']]
'Cotizaciones'!M5536,[[1.0]]
'Cotizaciones'!F5537,[['AD4S320016G22-SGN']]
'Cotizaciones'!M5537,[[1.0]]
'Cotizaciones'!F5538,[['Z1INSEQUI']]
'Cotizaciones'!M5538,[[1.0]]
'Cotizaciones'!F5541,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5541,[[0.917]]
'Cotizaciones'!F5542,[['TF3D432G3200HC16FDC01']]
'Cotizaciones'!M5542,[[0.934]]
'Cotizaciones'!F5543,[['SNV2S/1000G']]
'Cotizaciones'!M5543,[[0.906]]
'Cotizaciones'!F5545,[['BR-937719']]
'Cotizaciones'!M5545,[[0.957]]
'Cotizaciones'!F5547,[['Z1INSSO10']]
'Cotizaciones'!M5547,[[1.0]]
'Cotizaciones'!F5548,[['Z1INSEQUI']]
'Cotizaciones'!M5548,[[1.0]]
'Cotizaciones'!F5549,[['SKC600/512G']]
'Cotizaciones'!M5549,[[1.0]]
'Cotizaciones'!N5549,[['SSD']]
'Cotizaciones'!F5550,[['ADDU1600W8G11-S']]
'Cotizaciones'!M5550,[[1.0]]
'Cotizaciones'!N5550,[['RAM']]
'Cotizaciones'!F5555,[['Z1INSEQUISO']]
'Cotizaciones'!M5555,[[0.885]]
'Cotizaciones'!N5555,[['SERVICE']]
'Cotizaciones'!F5556,[['Z1PAQU365']]
'Cotizaciones'!M5556,[[1.0]]
'Cotizaciones'!N5556,[['INSTALACION']]
'Cotizaciones'!F5557,[['SKC600/512G']]
'Cotizaciones'!M5557,[[1.0]]
'Cotizaciones'!N5557,[['SSD']]
'Cotizaciones'!F5558,[['ADDU1600W8G11-S']]
'Cotizaciones'!M5558,[[1.0]]
'Cotizaciones'!N5558,[['RAM']]
'Cotizaciones'!F5563,[['Z1INSEQUISO']]
'Cotizaciones'!M5563,[[0.885]]
'Cotizaciones'!N5563,[['SERVICE']]
'Cotizaciones'!F5565,[['100-100000263BOX']]
'Cotizaciones'!M5565,[[0.977]]
'Cotizaciones'!F5567,[['KF426C16BB1/16']]
'Cotizaciones'!M5567,[[0.932]]
'Cotizaciones'!F5568,[['SNV2S/500G']]
'Cotizaciones'!M5568,[[0.989]]
'Cotizaciones'!F5571,[['Z1INSSO10']]
'Cotizaciones'!M5571,[[1.0]]
'Cotizaciones'!F5572,[['920-004428']]
'Cotizaciones'!M5572,[[1.0]]
'Cotizaciones'!F5574,[['AC-933056']]
'Cotizaciones'!M5574,[[0.902]]
'Cotizaciones'!N5574,[['MULTI']]
'Cotizaciones'!F5575,[['Z1INSEQUI']]
'Cotizaciones'!M5575,[[1.0]]
'Cotizaciones'!F5576,[['100-100000263BOX']]
'Cotizaciones'!M5576,[[0.977]]
'Cotizaciones'!F5579,[['KF426C16BB1/16']]
'Cotizaciones'!M5579,[[0.932]]
'Cotizaciones'!F5580,[['SNV2S/500G']]
'Cotizaciones'!M5580,[[0.989]]
'Cotizaciones'!F5583,[['Z1INSSO10']]
'Cotizaciones'!M5583,[[1.0]]
'Cotizaciones'!F5584,[['Z1INSEQUI']]
'Cotizaciones'!M5584,[[1.0]]
'Cotizaciones'!F5585,[['BX8071514700K']]
'Cotizaciones'!M5585,[[0.887]]
'Cotizaciones'!F5588,[['KF556C40BBK2-32']]
'Cotizaciones'!M5588,[[1.0]]
'Cotizaciones'!F5589,[['SNV2S/1000G']]
'Cotizaciones'!M5589,[[0.988]]
'Cotizaciones'!F5591,[['BR-937696']]
'Cotizaciones'!M5591,[[0.958]]
'Cotizaciones'!F5593,[['Z1INSSO10']]
'Cotizaciones'!M5593,[[1.0]]
'Cotizaciones'!F5594,[['Z1INSEQUI']]
'Cotizaciones'!M5594,[[1.0]]
'Cotizaciones'!F5595,[['100-100001236BOX']]
'Cotizaciones'!M5595,[[0.889]]
'Cotizaciones'!F5596,[['B650M AORUS ELITE AX']]
'Cotizaciones'!M5596,[[1.0]]
'Cotizaciones'!F5597,[['KF560C36BBE2K2-32']]
'Cotizaciones'!M5597,[[0.951]]
'Cotizaciones'!F5598,[['SNV2S/500G']]
'Cotizaciones'!M5598,[[0.989]]
'Cotizaciones'!F5602,[['Z1INSSO10']]
'Cotizaciones'!M5602,[[1.0]]
'Cotizaciones'!F5603,[['Z1INSEQUI']]
'Cotizaciones'!M5603,[[1.0]]
'Cotizaciones'!F5605,[['B760M DS3H AX DDR4']]
'Cotizaciones'!M5605,[[0.975]]
'Cotizaciones'!F5607,[['PSP416G266681H1']]
'Cotizaciones'!M5607,[[0.966]]
'Cotizaciones'!F5608,[['SNV2S/500G']]
'Cotizaciones'!M5608,[[0.913]]
'Cotizaciones'!F5610,[['BR-937719']]
'Cotizaciones'!M5610,[[0.957]]
'Cotizaciones'!F5612,[['Z1INSSO10']]
'Cotizaciones'!M5612,[[1.0]]
'Cotizaciones'!F5613,[['Z1INSEQUI']]
'Cotizaciones'!M5613,[[1.0]]
'Cotizaciones'!F5614,[['100-100000061WOF']]
'Cotizaciones'!M5614,[[0.91]]
'Cotizaciones'!F5615,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M5615,[[0.975]]
'Cotizaciones'!F5616,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5616,[[0.917]]
'Cotizaciones'!F5617,[['PSP416G266681H1']]
'Cotizaciones'!M5617,[[0.966]]
'Cotizaciones'!F5618,[['SNV2S/1000G']]
'Cotizaciones'!M5618,[[0.906]]
'Cotizaciones'!F5620,[['BR-937719']]
'Cotizaciones'!M5620,[[0.957]]
'Cotizaciones'!F5622,[['Z1INSSO10']]
'Cotizaciones'!M5622,[[1.0]]
'Cotizaciones'!F5623,[['Z1INSEQUI']]
'Cotizaciones'!M5623,[[1.0]]
'Cotizaciones'!F5625,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M5625,[[0.975]]
'Cotizaciones'!F5626,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5626,[[0.917]]
'Cotizaciones'!F5627,[['PSP416G266681H1']]
'Cotizaciones'!M5627,[[0.966]]
'Cotizaciones'!F5628,[['SNV2S/1000G']]
'Cotizaciones'!M5628,[[0.906]]
'Cotizaciones'!F5630,[['BR-937719']]
'Cotizaciones'!M5630,[[0.957]]
'Cotizaciones'!F5632,[['Z1INSSO10']]
'Cotizaciones'!M5632,[[1.0]]
'Cotizaciones'!F5633,[['Z1INSEQUI']]
'Cotizaciones'!M5633,[[1.0]]
'Cotizaciones'!F5634,[['BX8071514600KF']]
'Cotizaciones'!M5634,[[0.932]]
'Cotizaciones'!F5636,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5636,[[0.917]]
'Cotizaciones'!F5637,[['KF556C40BBK2-32']]
'Cotizaciones'!M5637,[[0.9]]
'Cotizaciones'!F5638,[['SNV2S/1000G']]
'Cotizaciones'!M5638,[[0.906]]
'Cotizaciones'!F5639,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M5639,[[0.929]]
'Cotizaciones'!F5640,[['VALORMESHMT-BKCWW']]
'Cotizaciones'!M5640,[[1.0]]
'Cotizaciones'!F5641,[['Z1INSSO10']]
'Cotizaciones'!M5641,[[1.0]]
'Cotizaciones'!F5642,[['Z1INSEQUI']]
'Cotizaciones'!M5642,[[1.0]]
'Cotizaciones'!F5643,[['BX8071514600KF']]
'Cotizaciones'!M5643,[[0.932]]
'Cotizaciones'!F5645,[['GEFORCE RTX 5070 12G VENTUS 2X OC']]
'Cotizaciones'!M5645,[[0.928]]
'Cotizaciones'!F5646,[['KF556C40BBK2-32']]
'Cotizaciones'!M5646,[[0.9]]
'Cotizaciones'!F5647,[['SNV2S/1000G']]
'Cotizaciones'!M5647,[[0.906]]
'Cotizaciones'!F5648,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M5648,[[0.929]]
'Cotizaciones'!F5649,[['CYLON 700W']]
'Cotizaciones'!M5649,[[0.98]]
'Cotizaciones'!F5650,[['VALORMESHMT-BKCWW']]
'Cotizaciones'!M5650,[[1.0]]
'Cotizaciones'!F5651,[['Z1INSSO10']]
'Cotizaciones'!M5651,[[1.0]]
'Cotizaciones'!F5652,[['Z1INSEQUI']]
'Cotizaciones'!M5652,[[1.0]]
'Cotizaciones'!F5655,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M5655,[[0.975]]
'Cotizaciones'!F5656,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5656,[[0.917]]
'Cotizaciones'!F5657,[['KF436C18BB2AK2/32']]
'Cotizaciones'!M5657,[[0.963]]
'Cotizaciones'!F5658,[['SFYRSK/1000G']]
'Cotizaciones'!M5658,[[0.934]]
'Cotizaciones'!F5659,[['MPE-6501-ACAAB-US']]
'Cotizaciones'!M5659,[[0.984]]
'Cotizaciones'!F5660,[['Z1INSSO10']]
'Cotizaciones'!M5660,[[1.0]]
'Cotizaciones'!F5661,[['Z1INSEQUI']]
'Cotizaciones'!M5661,[[1.0]]
'Cotizaciones'!F5665,[['TUF GAMING B550-PLUS WIFI II']]
'Cotizaciones'!M5665,[[0.883]]
'Cotizaciones'!F5669,[['R-AK620-WHAPMN-G']]
'Cotizaciones'!M5669,[[0.928]]
'Cotizaciones'!F5670,[['CP-9020296-NA']]
'Cotizaciones'!M5670,[[0.933]]
'Cotizaciones'!F5672,[['Z1INSSO10']]
'Cotizaciones'!M5672,[[1.0]]
'Cotizaciones'!F5673,[['Z1INSEQUI']]
'Cotizaciones'!M5673,[[1.0]]
'Cotizaciones'!F5675,[['MAG A650BN']]
'Cotizaciones'!M5675,[[0.966]]
'Cotizaciones'!N5675,[['PSU']]
'Cotizaciones'!F5676,[['Z1INSEQUI']]
'Cotizaciones'!M5676,[[1.0]]
'Cotizaciones'!F5681,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M5681,[[1.0]]
'Cotizaciones'!F5682,[['SNV2S/1000G']]
'Cotizaciones'!M5682,[[0.988]]
'Cotizaciones'!F5684,[['MAG A650BN']]
'Cotizaciones'!M5684,[[0.966]]
'Cotizaciones'!F5685,[['BR-935951']]
'Cotizaciones'!M5685,[[0.982]]
'Cotizaciones'!F5686,[['Z1INSSO10']]
'Cotizaciones'!M5686,[[0.944]]
'Cotizaciones'!F5687,[['Z1INSEQUI']]
'Cotizaciones'!M5687,[[1.0]]
'Cotizaciones'!F5689,[['BX8071514700F']]
'Cotizaciones'!M5689,[[0.94]]
'Cotizaciones'!F5690,[['PRIME Z790-A WIFI']]
'Cotizaciones'!M5690,[[0.983]]
'Cotizaciones'!F5691,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5691,[[0.917]]
'Cotizaciones'!F5692,[['KF552C40BBAK2-32']]
'Cotizaciones'!M5692,[[0.952]]
'Cotizaciones'!F5693,[['SNV2S/1000G']]
'Cotizaciones'!M5693,[[0.906]]
'Cotizaciones'!F5694,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M5694,[[0.929]]
'Cotizaciones'!F5695,[['BR-937719']]
'Cotizaciones'!M5695,[[0.957]]
'Cotizaciones'!F5696,[['VALORMESHMT-BKCWW']]
'Cotizaciones'!M5696,[[1.0]]
'Cotizaciones'!F5697,[['Z1INSSO10']]
'Cotizaciones'!M5697,[[0.944]]
'Cotizaciones'!F5698,[['Z1INSEQUI']]
'Cotizaciones'!M5698,[[1.0]]
'Cotizaciones'!F5700,[['BX8071514700F']]
'Cotizaciones'!M5700,[[0.94]]
'Cotizaciones'!F5701,[['PRO B760M-E']]
'Cotizaciones'!M5701,[[0.987]]
'Cotizaciones'!F5702,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5702,[[0.917]]
'Cotizaciones'!F5703,[['KF552C40BBAK2-32']]
'Cotizaciones'!M5703,[[0.952]]
'Cotizaciones'!F5704,[['SNV2S/1000G']]
'Cotizaciones'!M5704,[[0.906]]
'Cotizaciones'!F5705,[['RR-2V2E-18PK-R2']]
'Cotizaciones'!M5705,[[0.929]]
'Cotizaciones'!F5706,[['BR-937719']]
'Cotizaciones'!M5706,[[0.957]]
'Cotizaciones'!F5707,[['VALORMESHMT-BKCWW']]
'Cotizaciones'!M5707,[[1.0]]
'Cotizaciones'!F5708,[['Z1INSSO10']]
'Cotizaciones'!M5708,[[0.944]]
'Cotizaciones'!F5709,[['Z1INSEQUI']]
'Cotizaciones'!M5709,[[1.0]]
'Cotizaciones'!F5710,[['100-100000147BOX']]
'Cotizaciones'!M5710,[[0.977]]
'Cotizaciones'!F5712,[['KF432C16BB/16']]
'Cotizaciones'!M5712,[[1.0]]
'Cotizaciones'!F5713,[['SNV2S/1000G']]
'Cotizaciones'!M5713,[[0.988]]
'Cotizaciones'!F5716,[['Z1INSSO10']]
'Cotizaciones'!M5716,[[1.0]]
'Cotizaciones'!F5717,[['Z1INSEQUI']]
'Cotizaciones'!M5717,[[1.0]]
'Cotizaciones'!F5718,[['BX8071514900']]
'Cotizaciones'!M5718,[[0.896]]
'Cotizaciones'!F5719,[['B760M DS3H AX DDR4']]
'Cotizaciones'!M5719,[[1.0]]
'Cotizaciones'!F5720,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M5720,[[0.917]]
'Cotizaciones'!F5721,[['PSP416G266681H1']]
'Cotizaciones'!M5721,[[0.966]]
'Cotizaciones'!F5722,[['SNV2S/1000G']]
'Cotizaciones'!M5722,[[0.906]]
'Cotizaciones'!F5724,[['BR-937719']]
'Cotizaciones'!M5724,[[0.957]]
'Cotizaciones'!F5726,[['Z1INSSO10']]
'Cotizaciones'!M5726,[[1.0]]
'Cotizaciones'!F5727,[['920-004428']]
'Cotizaciones'!M5727,[[1.0]]
'Cotizaciones'!F5729,[['Z1INSEQUI']]
'Cotizaciones'!M5729,[[1.0]]
'Cotizaciones'!F5730,[['100-100000147BOX']]
'Cotizaciones'!M5730,[[0.977]]
'Cotizaciones'!F5733,[['KF432C16BB/16']]
'Cotizaciones'!M5733,[[1.0]]
'Cotizaciones'!F5734,[['SNV2S/500G']]
'Cotizaciones'!M5734,[[0.989]]
'Cotizaciones'!F5737,[['Z1INSSO10']]
'Cotizaciones'!M5737,[[1.0]]
'Cotizaciones'!F5738,[['Z1INSEQUI']]
'Cotizaciones'!M5738,[[1.0]]
'Cotizaciones'!F5739,[['100-100000927BOX']]
'Cotizaciones'!M5739,[[0.884]]
'Cotizaciones'!F5742,[['KF432C16BB/16']]
'Cotizaciones'!M5742,[[1.0]]
'Cotizaciones'!F5743,[['SNV2S/500G']]
'Cotizaciones'!M5743,[[0.989]]
'Cotizaciones'!F5746,[['Z1INSSO10']]
'Cotizaciones'!M5746,[[1.0]]
'Cotizaciones'!F5747,[['Z1INSEQUI']]
'Cotizaciones'!M5747,[[1.0]]
'Cotizaciones'!F5748,[['100-100000910WOF']]
'Cotizaciones'!M5748,[[0.882]]
'Cotizaciones'!F5751,[['CMK64GX5M2B5200C40']]
'Cotizaciones'!M5751,[[0.99]]
'Cotizaciones'!F5752,[['BL.9BWWA.125']]
'Cotizaciones'!M5752,[[1.0]]
'Cotizaciones'!F5754,[['MLX-D36M-A18P2-R1']]
'Cotizaciones'!M5754,[[0.974]]
'Cotizaciones'!N5754,[['WATERC']]
'Cotizaciones'!F5755,[['COREREACTORII1000G-BKCUS']]
'Cotizaciones'!M5755,[[1.0]]
'Cotizaciones'!F5756,[['BR-938679']]
'Cotizaciones'!M5756,[[0.972]]
'Cotizaciones'!F5757,[['Z1INSSO10']]
'Cotizaciones'!M5757,[[1.0]]
'Cotizaciones'!F5758,[['Z1INSEQUI']]
'Cotizaciones'!M5758,[[1.0]]
'Cotizaciones'!F5762,[['FF5D532G5200HC40CDC01']]
'Cotizaciones'!M5762,[[0.897]]
'Cotizaciones'!F5763,[['BL.9BWWA.125']]
'Cotizaciones'!M5763,[[1.0]]
'Cotizaciones'!F5765,[['RR-D6NA-17PA-R1']]
'Cotizaciones'!M5765,[[0.964]]
'Cotizaciones'!F5766,[['KYBER850G-BKCUS']]
'Cotizaciones'!M5766,[[1.0]]
'Cotizaciones'!F5767,[['BR-938679']]
'Cotizaciones'!M5767,[[0.972]]
'Cotizaciones'!F5768,[['Z1INSSO10']]
'Cotizaciones'!M5768,[[1.0]]
'Cotizaciones'!F5769,[['Z1INSEQUI']]
'Cotizaciones'!M5769,[[1.0]]
'Cotizaciones'!F5770,[['100-100000910WOF']]
'Cotizaciones'!M5770,[[0.882]]
'Cotizaciones'!F5773,[['FF5D532G5200HC40CDC01']]
'Cotizaciones'!M5773,[[0.897]]
'Cotizaciones'!F5774,[['BL.9BWWA.125']]
'Cotizaciones'!M5774,[[1.0]]
'Cotizaciones'!F5775,[['MLX-D36M-A18P2-R1']]
'Cotizaciones'!M5775,[[0.974]]
'Cotizaciones'!N5775,[['WATERC']]
'Cotizaciones'!F5776,[['PYLON750B-BKCUS']]
'Cotizaciones'!M5776,[[0.945]]
'Cotizaciones'!F5777,[['BR-938679']]
'Cotizaciones'!M5777,[[0.972]]
'Cotizaciones'!F5778,[['Z1INSSO10']]
'Cotizaciones'!M5778,[[1.0]]
'Cotizaciones'!F5779,[['Z1INSEQUI']]
'Cotizaciones'!M5779,[[1.0]]
'Cotizaciones'!F5780,[['100-100000910WOF']]
'Cotizaciones'!M5780,[[0.882]]
'Cotizaciones'!F5783,[['FF5D532G5200HC40CDC01']]
'Cotizaciones'!M5783,[[0.897]]
'Cotizaciones'!F5784,[['BL.9BWWA.125']]
'Cotizaciones'!M5784,[[1.0]]
'Cotizaciones'!F5785,[['MLX-D36M-A18P2-R1']]
'Cotizaciones'!M5785,[[0.974]]
'Cotizaciones'!N5785,[['WATERC']]
'Cotizaciones'!F5786,[['COREREACTORII1000G-BKCUS']]
'Cotizaciones'!M5786,[[1.0]]
'Cotizaciones'!F5787,[['BR-938679']]
'Cotizaciones'!M5787,[[0.972]]
'Cotizaciones'!F5788,[['Z1INSSO10']]
'Cotizaciones'!M5788,[[1.0]]
'Cotizaciones'!F5789,[['Z1INSEQUI']]
'Cotizaciones'!M5789,[[1.0]]
'Cotizaciones'!F5791,[['B550M DS3H']]
'Cotizaciones'!M5791,[[0.883]]
'Cotizaciones'!F5792,[['AX4U32008G16A-SBKD35']]
'Cotizaciones'!M5792,[[1.0]]
'Cotizaciones'!F5793,[['SNV2S/500G']]
'Cotizaciones'!M5793,[[0.913]]
'Cotizaciones'!F5794,[['AC-933063']]
'Cotizaciones'!M5794,[[1.0]]
'Cotizaciones'!F5795,[['Z1INSSO10']]
'Cotizaciones'!M5795,[[1.0]]
'Cotizaciones'!F5796,[['Z1INSEQUI']]
'Cotizaciones'!M5796,[[1.0]]
'Cotizaciones'!F5797,[['BX8071514900K']]
'Cotizaciones'!M5797,[[0.908]]
'Cotizaciones'!F5800,[['KF556C40BBA-32']]
