range,values
'Cotizaciones'!M7633,[[0.91]]
'Cotizaciones'!N7633,[['CASE']]
'Cotizaciones'!F7634,[['Z1INSSO10']]
'Cotizaciones'!M7634,[[1.0]]
'Cotizaciones'!N7634,[['Sistema operativo']]
'Cotizaciones'!F7635,[['100-100000590BOX']]
'Cotizaciones'!M7635,[[1.0]]
'Cotizaciones'!N7635,[['CPU']]
'Cotizaciones'!F7637,[['GV-N407SWF3OC-12GD']]
'Cotizaciones'!M7637,[[0.9]]
'Cotizaciones'!N7637,[['GPU']]
'Cotizaciones'!F7638,[['AX5U6000C4816G-SLABRWH']]
'Cotizaciones'!M7638,[[1.0]]
'Cotizaciones'!N7638,[['RAM']]
'Cotizaciones'!F7639,[['SNV2S/1000G']]
'Cotizaciones'!M7639,[[0.95]]
'Cotizaciones'!N7639,[['SSD']]
'Cotizaciones'!F7640,[['MLW-D36M-A18PZ-RW']]
'Cotizaciones'!M7640,[[0.95]]
'Cotizaciones'!N7640,[['WATERC']]
'Cotizaciones'!F7641,[['BR-937627']]
'Cotizaciones'!M7641,[[0.93]]
'Cotizaciones'!N7641,[['PSU']]
'Cotizaciones'!F7642,[['BR-938730']]
'Cotizaciones'!M7642,[[0.98]]
'Cotizaciones'!N7642,[['CASE']]
'Cotizaciones'!F7643,[['Z1INSSO10']]
'Cotizaciones'!M7643,[[1.0]]
'Cotizaciones'!N7643,[['Sistema operativo']]
'Cotizaciones'!F7645,[['Z1INSEQUI']]
'Cotizaciones'!M7645,[[1.0]]
'Cotizaciones'!N7645,[['Instalación']]
'Cotizaciones'!F7646,[['100-100000457BOX']]
'Cotizaciones'!M7646,[[1.0]]
'Cotizaciones'!N7646,[['CPU']]
'Cotizaciones'!F7647,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M7647,[[1.0]]
'Cotizaciones'!N7647,[['MOBO']]
'Cotizaciones'!F7648,[['RX6600 CLD 8G']]
'Cotizaciones'!M7648,[[0.99]]
'Cotizaciones'!N7648,[['GPU']]
'Cotizaciones'!F7649,[['KF436C18BB/16']]
'Cotizaciones'!M7649,[[1.0]]
'Cotizaciones'!N7649,[['RAM']]
'Cotizaciones'!F7650,[['SNV2S/1000G']]
'Cotizaciones'!M7650,[[0.95]]
'Cotizaciones'!N7650,[['SSD']]
'Cotizaciones'!F7652,[['XZGAIRRGBB']]
'Cotizaciones'!M7652,[[1.0]]
'Cotizaciones'!N7652,[['CASE']]
'Cotizaciones'!F7654,[['BR-938723']]
'Cotizaciones'!M7654,[[0.97]]
'Cotizaciones'!N7654,[['CASE']]
'Cotizaciones'!F7655,[['Z1INSEQUI']]
'Cotizaciones'!M7655,[[1.0]]
'Cotizaciones'!N7655,[['Instalación']]
'Cotizaciones'!F7656,[['XSPMG04B']]
'Cotizaciones'!M7656,[[0.98]]
'Cotizaciones'!N7656,[['MONITOR']]
'Cotizaciones'!F7657,[['AC-933056']]
'Cotizaciones'!M7657,[[0.9]]
'Cotizaciones'!N7657,[['MULTI']]
'Cotizaciones'!F7659,[['100-100000592BOX']]
'Cotizaciones'!M7659,[[1.0]]
'Cotizaciones'!N7659,[['CPU']]
'Cotizaciones'!F7662,[['KF552C40BBA-32']]
'Cotizaciones'!M7662,[[1.0]]
'Cotizaciones'!N7662,[['RAM']]
'Cotizaciones'!F7663,[['SNV2S/1000G']]
'Cotizaciones'!M7663,[[0.95]]
'Cotizaciones'!N7663,[['SSD']]
'Cotizaciones'!F7667,[['Z1INSSO10']]
'Cotizaciones'!M7667,[[1.0]]
'Cotizaciones'!N7667,[['Sistema operativo']]
'Cotizaciones'!F7668,[['Z1INSEQUI']]
'Cotizaciones'!M7668,[[1.0]]
'Cotizaciones'!N7668,[['Instalación']]
'Cotizaciones'!F7669,[['100-100000147BOX']]
'Cotizaciones'!M7669,[[0.98]]
'Cotizaciones'!N7669,[['CPU']]
'Cotizaciones'!F7671,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M7671,[[1.0]]
'Cotizaciones'!N7671,[['RAM']]
'Cotizaciones'!F7672,[['ALEG-700-256GCS']]
'Cotizaciones'!M7672,[[0.99]]
'Cotizaciones'!N7672,[['SSD']]
'Cotizaciones'!F7673,[['AC-933063']]
'Cotizaciones'!M7673,[[1.0]]
'Cotizaciones'!N7673,[['CASE']]
'Cotizaciones'!F7675,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M7675,[[1.0]]
'Cotizaciones'!N7675,[['RAM']]
'Cotizaciones'!F7676,[['SNV2S/500G']]
'Cotizaciones'!M7676,[[0.95]]
'Cotizaciones'!N7676,[['SSD']]
'Cotizaciones'!F7677,[['AC-935838']]
'Cotizaciones'!M7677,[[1.0]]
'Cotizaciones'!N7677,[['CASE']]
'Cotizaciones'!F7678,[['Z1INSSO10']]
'Cotizaciones'!M7678,[[1.0]]
'Cotizaciones'!N7678,[['Sistema operativo']]
'Cotizaciones'!F7679,[['Z1INSEQUI']]
'Cotizaciones'!M7679,[[1.0]]
'Cotizaciones'!N7679,[['Instalación']]
'Cotizaciones'!F7680,[['100-100000147BOX']]
'Cotizaciones'!M7680,[[0.98]]
'Cotizaciones'!N7680,[['CPU']]
'Cotizaciones'!F7682,[['100-100000061WOF']]
'Cotizaciones'!M7682,[[0.91]]
'Cotizaciones'!N7682,[['CPU']]
'Cotizaciones'!F7685,[['KF432C16BB2AK2/32']]
'Cotizaciones'!M7685,[[0.89]]
'Cotizaciones'!N7685,[['RAM']]
'Cotizaciones'!F7687,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M7687,[[0.91]]
'Cotizaciones'!N7687,[['WATERC']]
'Cotizaciones'!F7690,[['Z1INSSO11']]
'Cotizaciones'!M7690,[[1.0]]
'Cotizaciones'!N7690,[['Sistema operativo']]
'Cotizaciones'!F7691,[['Z1INSEQUI']]
'Cotizaciones'!M7691,[[1.0]]
'Cotizaciones'!N7691,[['Instalación']]
'Cotizaciones'!F7692,[['XZGAIRRGBB']]
'Cotizaciones'!M7692,[[1.0]]
'Cotizaciones'!N7692,[['CASE']]
'Cotizaciones'!F7694,[['Z1INSEQUI']]
'Cotizaciones'!M7694,[[1.0]]
'Cotizaciones'!N7694,[['Instalación']]
'Cotizaciones'!F7695,[['100-100000593WOF']]
'Cotizaciones'!M7695,[[1.0]]
'Cotizaciones'!N7695,[['CPU']]
'Cotizaciones'!F7696,[['B650 GAMING PLUS WIFI']]
'Cotizaciones'!M7696,[[0.98]]
'Cotizaciones'!N7696,[['MOBO']]
'Cotizaciones'!F7698,[['AX5U6000C4816G-SLABRBK']]
'Cotizaciones'!M7698,[[1.0]]
'Cotizaciones'!N7698,[['RAM']]
'Cotizaciones'!F7700,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M7700,[[1.0]]
'Cotizaciones'!N7700,[['WATERC']]
'Cotizaciones'!F7703,[['Z1INSSO10']]
'Cotizaciones'!M7703,[[0.94]]
'Cotizaciones'!N7703,[['Sistema operativo']]
'Cotizaciones'!F7704,[['Z1INSEQUI']]
'Cotizaciones'!M7704,[[1.0]]
'Cotizaciones'!N7704,[['Instalación']]
'Cotizaciones'!F7705,[['100-100000593WOF']]
'Cotizaciones'!M7705,[[1.0]]
'Cotizaciones'!N7705,[['CPU']]
'Cotizaciones'!F7706,[['B650 GAMING PLUS WIFI']]
'Cotizaciones'!M7706,[[0.98]]
'Cotizaciones'!N7706,[['MOBO']]
'Cotizaciones'!F7708,[['AX5U6000C4816G-SLABRBK']]
'Cotizaciones'!M7708,[[1.0]]
'Cotizaciones'!N7708,[['RAM']]
'Cotizaciones'!F7712,[['CM-H91FB-01']]
'Cotizaciones'!M7712,[[1.0]]
'Cotizaciones'!N7712,[['CASE']]
'Cotizaciones'!F7713,[['Z1INSSO10']]
'Cotizaciones'!M7713,[[0.94]]
'Cotizaciones'!N7713,[['Sistema operativo']]
'Cotizaciones'!F7714,[['Z1INSEQUI']]
'Cotizaciones'!M7714,[[1.0]]
'Cotizaciones'!N7714,[['Instalación']]
'Cotizaciones'!F7715,[['100-100000593WOF']]
'Cotizaciones'!M7715,[[1.0]]
'Cotizaciones'!N7715,[['CPU']]
'Cotizaciones'!F7716,[['B650 GAMING PLUS WIFI']]
'Cotizaciones'!M7716,[[0.98]]
'Cotizaciones'!N7716,[['MOBO']]
'Cotizaciones'!F7718,[['AX5U6000C4816G-SLABRBK']]
'Cotizaciones'!M7718,[[1.0]]
'Cotizaciones'!N7718,[['RAM']]
'Cotizaciones'!F7723,[['Z1INSSO10']]
'Cotizaciones'!M7723,[[0.94]]
'Cotizaciones'!N7723,[['Sistema operativo']]
'Cotizaciones'!F7724,[['Z1INSEQUI']]
'Cotizaciones'!M7724,[[1.0]]
'Cotizaciones'!N7724,[['Instalación']]
'Cotizaciones'!F7726,[['90MB1FC0-M0EAY0']]
'Cotizaciones'!M7726,[[0.97]]
'Cotizaciones'!N7726,[['MOBO']]
'Cotizaciones'!F7728,[['CMH32GX5M2B5200C40']]
'Cotizaciones'!M7728,[[1.0]]
'Cotizaciones'!N7728,[['RAM']]
'Cotizaciones'!F7729,[['SNV2S/1000G']]
'Cotizaciones'!M7729,[[0.95]]
'Cotizaciones'!N7729,[['SSD']]
'Cotizaciones'!F7730,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M7730,[[1.0]]
'Cotizaciones'!N7730,[['WATERC']]
'Cotizaciones'!F7732,[['BGW43']]
'Cotizaciones'!M7732,[[0.88]]
'Cotizaciones'!N7732,[['CASE']]
'Cotizaciones'!F7733,[['Z1INSSO10']]
'Cotizaciones'!M7733,[[0.94]]
'Cotizaciones'!N7733,[['Sistema operativo']]
'Cotizaciones'!F7735,[['Z1INSEQUI']]
'Cotizaciones'!M7735,[[1.0]]
'Cotizaciones'!N7735,[['Instalación']]
'Cotizaciones'!F7736,[['BX8071512900F']]
'Cotizaciones'!M7736,[[0.94]]
'Cotizaciones'!N7736,[['CPU']]
'Cotizaciones'!F7737,[['90MB1FC0-M0EAY0']]
'Cotizaciones'!M7737,[[0.97]]
'Cotizaciones'!N7737,[['MOBO']]
'Cotizaciones'!F7739,[['CMH32GX5M2B5200C40']]
'Cotizaciones'!M7739,[[1.0]]
'Cotizaciones'!N7739,[['RAM']]
'Cotizaciones'!F7740,[['SNV2S/1000G']]
'Cotizaciones'!M7740,[[0.95]]
'Cotizaciones'!N7740,[['SSD']]
'Cotizaciones'!F7741,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M7741,[[0.91]]
'Cotizaciones'!N7741,[['WATERC']]
'Cotizaciones'!F7743,[['VALORAIRMT-BKCWW']]
'Cotizaciones'!M7743,[[1.0]]
'Cotizaciones'!N7743,[['CASE']]
'Cotizaciones'!F7744,[['Z1INSSO10']]
'Cotizaciones'!M7744,[[0.94]]
'Cotizaciones'!N7744,[['Sistema operativo']]
'Cotizaciones'!F7745,[['Z1INSEQUI']]
'Cotizaciones'!M7745,[[1.0]]
'Cotizaciones'!N7745,[['Instalación']]
'Cotizaciones'!F7746,[['100-100000457BOX']]
'Cotizaciones'!M7746,[[1.0]]
'Cotizaciones'!N7746,[['CPU']]
'Cotizaciones'!F7747,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M7747,[[1.0]]
'Cotizaciones'!N7747,[['MOBO']]
'Cotizaciones'!F7749,[['AX4U320016G16A-SWHD35G']]
'Cotizaciones'!M7749,[[1.0]]
'Cotizaciones'!N7749,[['RAM']]
'Cotizaciones'!F7750,[['SNV2S/1000G']]
'Cotizaciones'!M7750,[[0.95]]
'Cotizaciones'!N7750,[['SSD']]
'Cotizaciones'!F7752,[['BR-935982']]
'Cotizaciones'!M7752,[[0.9]]
'Cotizaciones'!N7752,[['CASE']]
'Cotizaciones'!F7753,[['Z1INSSO10']]
'Cotizaciones'!M7753,[[0.94]]
'Cotizaciones'!N7753,[['Sistema operativo']]
'Cotizaciones'!F7754,[['Z1INSEQUI']]
'Cotizaciones'!M7754,[[1.0]]
'Cotizaciones'!N7754,[['Instalación']]
'Cotizaciones'!F7755,[['100-100000263BOX']]
'Cotizaciones'!M7755,[[1.0]]
'Cotizaciones'!N7755,[['CPU']]
'Cotizaciones'!F7756,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M7756,[[1.0]]
'Cotizaciones'!N7756,[['MOBO']]
'Cotizaciones'!F7758,[['SNV2S/500G']]
'Cotizaciones'!M7758,[[0.95]]
'Cotizaciones'!N7758,[['SSD']]
'Cotizaciones'!F7760,[['BR-935982']]
'Cotizaciones'!M7760,[[0.9]]
'Cotizaciones'!N7760,[['CASE']]
'Cotizaciones'!F7761,[['Z1INSSO10']]
'Cotizaciones'!M7761,[[0.94]]
'Cotizaciones'!N7761,[['Sistema operativo']]
'Cotizaciones'!F7762,[['Z1INSEQUI']]
'Cotizaciones'!M7762,[[1.0]]
'Cotizaciones'!N7762,[['Instalación']]
'Cotizaciones'!F7763,[['100-100000590BOX']]
'Cotizaciones'!M7763,[[0.95]]
'Cotizaciones'!N7763,[['CPU']]
'Cotizaciones'!F7764,[['MLW-D24M-A18PC-R2']]
'Cotizaciones'!M7764,[[0.97]]
'Cotizaciones'!N7764,[['WATERC']]
'Cotizaciones'!F7765,[['RTX 5050 8G VENTUS 2X OC']]
'Cotizaciones'!M7765,[[0.92]]
'Cotizaciones'!N7765,[['GPU']]
'Cotizaciones'!F7766,[['CMK64GX5M2B5200C40']]
'Cotizaciones'!M7766,[[0.94]]
'Cotizaciones'!N7766,[['RAM']]
'Cotizaciones'!F7767,[['SNV2S/1000G']]
'Cotizaciones'!M7767,[[0.91]]
'Cotizaciones'!N7767,[['SSD']]
'Cotizaciones'!F7768,[['MLW-D24M-A18PC-R2']]
'Cotizaciones'!M7768,[[0.97]]
'Cotizaciones'!N7768,[['WATERC']]
'Cotizaciones'!F7769,[['BR-937719']]
'Cotizaciones'!M7769,[[0.96]]
'Cotizaciones'!N7769,[['PSU']]
'Cotizaciones'!F7770,[['VALORAIRMT-BKCWW']]
'Cotizaciones'!M7770,[[1.0]]
'Cotizaciones'!N7770,[['CASE']]
'Cotizaciones'!F7771,[['Z1INSSO10']]
'Cotizaciones'!M7771,[[0.94]]
'Cotizaciones'!N7771,[['Sistema operativo']]
'Cotizaciones'!F7772,[['Z1INSEQUI']]
'Cotizaciones'!M7772,[[1.0]]
'Cotizaciones'!N7772,[['Instalación']]
'Cotizaciones'!F7773,[['9ABP698X30032']]
'Cotizaciones'!M7773,[[1.0]]
'Cotizaciones'!N7773,[['CPU']]
'Cotizaciones'!F7774,[['2.351E+12']]
'Cotizaciones'!M7774,[[1.0]]
'Cotizaciones'!N7774,[['MOBO']]
'Cotizaciones'!F7775,[['H224012618']]
'Cotizaciones'!M7775,[[1.0]]
'Cotizaciones'!N7775,[['GPU']]
'Cotizaciones'!F7776,[['SN:KF556R28RB2K4-128']]
'Cotizaciones'!M7776,[[1.0]]
'Cotizaciones'!N7776,[['RAM']]
'Cotizaciones'!F7777,[['SFYRDK/2000G']]
'Cotizaciones'!M7777,[[0.94]]
'Cotizaciones'!N7777,[['SSD']]
'Cotizaciones'!F7778,[['CW-9061004-WW']]
'Cotizaciones'!M7778,[[0.98]]
'Cotizaciones'!N7778,[['WATERC']]
'Cotizaciones'!F7780,[['R-MORPHEUS-BKAPA1-G-1']]
'Cotizaciones'!M7780,[[1.0]]
'Cotizaciones'!N7780,[['CASE']]
'Cotizaciones'!F7781,[['920-004430']]
'Cotizaciones'!M7781,[[1.0]]
'Cotizaciones'!N7781,[['KITKM']]
'Cotizaciones'!F7782,[['YMG-4K27-01']]
'Cotizaciones'!M7782,[[0.95]]
'Cotizaciones'!N7782,[['MONITOR']]
'Cotizaciones'!F7783,[['SBNB2400']]
'Cotizaciones'!M7783,[[0.97]]
'Cotizaciones'!N7783,[['MULTI']]
'Cotizaciones'!F7784,[['Z1INSEQUI']]
'Cotizaciones'!M7784,[[1.0]]
'Cotizaciones'!N7784,[['Instalación']]
'Cotizaciones'!F7785,[['100-100000457BOX']]
'Cotizaciones'!M7785,[[1.0]]
'Cotizaciones'!N7785,[['CPU']]
'Cotizaciones'!F7787,[['ZT-B50620F-10M']]
'Cotizaciones'!M7787,[[0.94]]
'Cotizaciones'!N7787,[['GPU']]
'Cotizaciones'!F7788,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M7788,[[1.0]]
'Cotizaciones'!N7788,[['RAM']]
'Cotizaciones'!F7789,[['SNV2S/500G']]
'Cotizaciones'!M7789,[[0.99]]
'Cotizaciones'!N7789,[['SSD']]
'Cotizaciones'!F7790,[['BR-937719']]
'Cotizaciones'!M7790,[[0.96]]
'Cotizaciones'!N7790,[['PSU']]
'Cotizaciones'!F7791,[['BR-936095']]
'Cotizaciones'!M7791,[[0.91]]
'Cotizaciones'!N7791,[['CASE']]
'Cotizaciones'!F7792,[['Z1INSSO10']]
'Cotizaciones'!M7792,[[0.94]]
'Cotizaciones'!N7792,[['Sistema operativo']]
'Cotizaciones'!F7793,[['XZMXZ46B']]
'Cotizaciones'!M7793,[[0.95]]
'Cotizaciones'!N7793,[['MONITOR']]
'Cotizaciones'!F7794,[['100-100000457BOX']]
'Cotizaciones'!M7794,[[1.0]]
'Cotizaciones'!N7794,[['CPU']]
'Cotizaciones'!F7796,[['ZT-B50620F-10M']]
'Cotizaciones'!M7796,[[0.94]]
'Cotizaciones'!N7796,[['GPU']]
'Cotizaciones'!F7797,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M7797,[[1.0]]
'Cotizaciones'!N7797,[['RAM']]
'Cotizaciones'!F7798,[['SNV2S/500G']]
'Cotizaciones'!M7798,[[0.99]]
'Cotizaciones'!N7798,[['SSD']]
'Cotizaciones'!F7799,[['BR-937719']]
'Cotizaciones'!M7799,[[0.96]]
'Cotizaciones'!N7799,[['PSU']]
'Cotizaciones'!F7800,[['BR-936095']]
'Cotizaciones'!M7800,[[0.91]]
'Cotizaciones'!N7800,[['CASE']]
'Cotizaciones'!F7801,[['Z1INSSO10']]
'Cotizaciones'!M7801,[[0.94]]
'Cotizaciones'!N7801,[['Sistema operativo']]
'Cotizaciones'!F7802,[['100-100000457BOX']]
'Cotizaciones'!M7802,[[1.0]]
'Cotizaciones'!N7802,[['CPU']]
'Cotizaciones'!F7804,[['ZT-B50500H-10M']]
'Cotizaciones'!M7804,[[0.95]]
'Cotizaciones'!N7804,[['GPU']]
'Cotizaciones'!F7805,[['AX4U32008G16A-ST50']]
'Cotizaciones'!M7805,[[1.0]]
'Cotizaciones'!N7805,[['RAM']]
'Cotizaciones'!F7806,[['SNV2S/500G']]
'Cotizaciones'!M7806,[[0.99]]
'Cotizaciones'!N7806,[['SSD']]
'Cotizaciones'!F7807,[['BR-937719']]
'Cotizaciones'!M7807,[[0.96]]
'Cotizaciones'!N7807,[['PSU']]
'Cotizaciones'!F7808,[['BR-936095']]
'Cotizaciones'!M7808,[[0.91]]
'Cotizaciones'!N7808,[['CASE']]
'Cotizaciones'!F7809,[['Z1INSSO10']]
'Cotizaciones'!M7809,[[0.94]]
'Cotizaciones'!N7809,[['Sistema operativo']]
'Cotizaciones'!F7810,[['Z1INSEQUI']]
'Cotizaciones'!M7810,[[1.0]]
'Cotizaciones'!N7810,[['Instalación']]
'Cotizaciones'!F7814,[['KF556C40BBA-32']]
'Cotizaciones'!M7814,[[1.0]]
'Cotizaciones'!N7814,[['RAM']]
'Cotizaciones'!F7815,[['SNV2S/1000G']]
'Cotizaciones'!M7815,[[0.95]]
'Cotizaciones'!N7815,[['SSD']]
'Cotizaciones'!F7817,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M7817,[[1.0]]
'Cotizaciones'!N7817,[['WATERC']]
'Cotizaciones'!F7818,[['COREREACTOR750G-BKCUS']]
'Cotizaciones'!M7818,[[1.0]]
'Cotizaciones'!N7818,[['PSU']]
'Cotizaciones'!F7819,[['MCB-D500D-WGNN-S01']]
'Cotizaciones'!M7819,[[0.92]]
'Cotizaciones'!N7819,[['CASE']]
'Cotizaciones'!F7820,[['Z1INSSO10']]
'Cotizaciones'!M7820,[[0.94]]
'Cotizaciones'!N7820,[['Sistema operativo']]
'Cotizaciones'!F7822,[['Z0B12AA']]
'Cotizaciones'!M7822,[[1.0]]
'Cotizaciones'!N7822,[['GPU']]
'Cotizaciones'!F7823,[['100-100000457BOX']]
'Cotizaciones'!M7823,[[1.0]]
'Cotizaciones'!N7823,[['CPU']]
'Cotizaciones'!F7827,[['SNV2S/1000G']]
'Cotizaciones'!M7827,[[0.95]]
'Cotizaciones'!N7827,[['SSD']]
'Cotizaciones'!F7828,[['BR-937696']]
'Cotizaciones'!M7828,[[0.96]]
'Cotizaciones'!N7828,[['PSU']]
'Cotizaciones'!F7830,[['Z1INSSO10']]
'Cotizaciones'!M7830,[[0.94]]
'Cotizaciones'!N7830,[['Sistema operativo']]
'Cotizaciones'!F7831,[['XSMO277B']]
'Cotizaciones'!M7831,[[0.91]]
'Cotizaciones'!N7831,[['MONITOR']]
'Cotizaciones'!F7832,[['Z1INSEQUI']]
'Cotizaciones'!M7832,[[1.0]]
'Cotizaciones'!N7832,[['Instalación']]
'Cotizaciones'!F7834,[['GEFORCE RTX 3060 VENTUS 2X 12G OC']]
'Cotizaciones'!M7834,[[0.98]]
'Cotizaciones'!N7834,[['GPU']]
'Cotizaciones'!F7835,[['Z1MANT']]
'Cotizaciones'!M7835,[[0.91]]
'Cotizaciones'!N7835,[['SERVICE']]
'Cotizaciones'!F7836,[['Z1MANT']]
'Cotizaciones'!M7836,[[0.91]]
'Cotizaciones'!N7836,[['SERVICE']]
'Cotizaciones'!F7838,[['910-001601']]
'Cotizaciones'!M7838,[[1.0]]
'Cotizaciones'!N7838,[['MOUSE']]
'Cotizaciones'!F7844,[['B550M PRO-VDH WIFI']]
'Cotizaciones'!M7844,[[0.97]]
'Cotizaciones'!N7844,[['MOBO']]
'Cotizaciones'!F7846,[['BR-937689']]
'Cotizaciones'!M7846,[[0.98]]
'Cotizaciones'!N7846,[['PSU']]
'Cotizaciones'!F7847,[['Z1INSSO10']]
'Cotizaciones'!M7847,[[0.94]]
'Cotizaciones'!N7847,[['Sistema operativo']]
'Cotizaciones'!F7848,[['Z1INSEQUI']]
'Cotizaciones'!M7848,[[1.0]]
'Cotizaciones'!N7848,[['Instalación']]
'Cotizaciones'!F7849,[['BX8071514700KF']]
'Cotizaciones'!M7849,[[0.88]]
'Cotizaciones'!N7849,[['CPU']]
'Cotizaciones'!F7850,[['B760M AORUS ELITE AX']]
'Cotizaciones'!M7850,[[1.0]]
'Cotizaciones'!N7850,[['MOBO']]
'Cotizaciones'!F7852,[['AX5U6000C4816G-SLABRBK']]
'Cotizaciones'!M7852,[[1.0]]
'Cotizaciones'!N7852,[['RAM']]
'Cotizaciones'!F7854,[['MLW-D24M-A18PS-R1']]
'Cotizaciones'!M7854,[[0.91]]
'Cotizaciones'!N7854,[['WATERC']]
'Cotizaciones'!F7855,[['COREREACTOR750G-BKCUS']]
'Cotizaciones'!M7855,[[1.0]]
'Cotizaciones'!N7855,[['PSU']]
'Cotizaciones'!F7856,[['R-CC560-BKGAA4-G-1']]
'Cotizaciones'!M7856,[[0.88]]
'Cotizaciones'!N7856,[['CASE']]
'Cotizaciones'!F7857,[['Z1INSSO10']]
'Cotizaciones'!M7857,[[0.94]]
'Cotizaciones'!N7857,[['Sistema operativo']]
'Cotizaciones'!F7859,[['Z1INSEQUI']]
'Cotizaciones'!M7859,[[1.0]]
'Cotizaciones'!N7859,[['Instalación']]
'Cotizaciones'!F7860,[['100-100000457BOX']]
'Cotizaciones'!M7860,[[1.0]]
'Cotizaciones'!N7860,[['CPU']]
'Cotizaciones'!F7861,[['RX6600 CLD 8G']]
'Cotizaciones'!M7861,[[0.99]]
'Cotizaciones'!N7861,[['GPU']]
'Cotizaciones'!F7862,[['BR-937689']]
'Cotizaciones'!M7862,[[0.98]]
'Cotizaciones'!N7862,[['PSU']]
'Cotizaciones'!F7863,[['Z1INSEQUI']]
'Cotizaciones'!M7863,[[1.0]]
'Cotizaciones'!N7863,[['Instalación']]
'Cotizaciones'!F7864,[['BX8071514900KF']]
'Cotizaciones'!M7864,[[0.92]]
'Cotizaciones'!N7864,[['CPU']]
'Cotizaciones'!F7867,[['KF552C40BBA-32']]
'Cotizaciones'!M7867,[[1.0]]
'Cotizaciones'!N7867,[['RAM']]
'Cotizaciones'!F7869,[['MLW-D36M-A18PZ-RW']]
'Cotizaciones'!M7869,[[0.95]]
'Cotizaciones'!N7869,[['WATERC']]
'Cotizaciones'!F7870,[['BR-937627']]
'Cotizaciones'!M7870,[[0.93]]
'Cotizaciones'!N7870,[['PSU']]
'Cotizaciones'!F7871,[['CM-H72FW-R1']]
'Cotizaciones'!M7871,[[1.0]]
'Cotizaciones'!N7871,[['CASE']]
'Cotizaciones'!F7872,[['Z1INSSO10']]
'Cotizaciones'!M7872,[[0.94]]
'Cotizaciones'!N7872,[['Sistema operativo']]
'Cotizaciones'!F7873,[['Z1INSEQUI']]
'Cotizaciones'!M7873,[[1.0]]
'Cotizaciones'!N7873,[['Instalación']]
'Cotizaciones'!F7874,[['100-100000743BOX']]
'Cotizaciones'!M7874,[[0.91]]
'Cotizaciones'!N7874,[['CPU']]
'Cotizaciones'!F7877,[['AX4U320016G16A-ST50']]
'Cotizaciones'!M7877,[[1.0]]
'Cotizaciones'!N7877,[['RAM']]
'Cotizaciones'!F7878,[['SNV2S/1000G']]
'Cotizaciones'!M7878,[[0.95]]
'Cotizaciones'!N7878,[['SSD']]
'Cotizaciones'!F7881,[['BR-935982']]
'Cotizaciones'!M7881,[[0.9]]
'Cotizaciones'!N7881,[['CASE']]
'Cotizaciones'!F7882,[['Z1INSSO10']]
'Cotizaciones'!M7882,[[0.94]]
'Cotizaciones'!N7882,[['Sistema operativo']]
'Cotizaciones'!F7883,[['Z1INSEQUI']]
'Cotizaciones'!M7883,[[1.0]]
'Cotizaciones'!N7883,[['Instalación']]
'Cotizaciones'!F7884,[['SBNB2400']]
'Cotizaciones'!M7884,[[0.97]]
'Cotizaciones'!N7884,[['MULTI']]
'Cotizaciones'!F7885,[['100-100000457BOX']]
'Cotizaciones'!M7885,[[1.0]]
'Cotizaciones'!N7885,[['CPU']]
'Cotizaciones'!F7888,[['AX4U320016G16A-SBKD35']]
'Cotizaciones'!M7888,[[1.0]]
'Cotizaciones'!N7888,[['RAM']]
'Cotizaciones'!F7889,[['SNV2S/1000G']]
'Cotizaciones'!M7889,[[0.95]]
'Cotizaciones'!N7889,[['SSD']]
'Cotizaciones'!F7892,[['Z1INSSO10']]
'Cotizaciones'!M7892,[[0.94]]
'Cotizaciones'!N7892,[['Sistema operativo']]
'Cotizaciones'!F7893,[['100-100001590BOX']]
'Cotizaciones'!M7893,[[1.0]]
'Cotizaciones'!N7893,[['CPU']]
'Cotizaciones'!F7896,[['KF556C36BBEA-16']]
'Cotizaciones'!M7896,[[1.0]]
'Cotizaciones'!N7896,[['RAM']]
'Cotizaciones'!F7897,[['SNV2S/1000G']]
'Cotizaciones'!M7897,[[0.95]]
'Cotizaciones'!N7897,[['SSD']]
'Cotizaciones'!F7898,[['MLW-D36M-A18PZ-R1']]
'Cotizaciones'!M7898,[[1.0]]
'Cotizaciones'!N7898,[['WATERC']]
'Cotizaciones'!F7899,[['PYLON750B-BKCUS']]
'Cotizaciones'!M7899,[[1.0]]
'Cotizaciones'!N7899,[['PSU']]
'Cotizaciones'!F7900,[['BR-938730']]
'Cotizaciones'!M7900,[[0.91]]
'Cotizaciones'!N7900,[['CASE']]
'Cotizaciones'!F7901,[['Z1INSSO10']]
'Cotizaciones'!M7901,[[0.94]]
'Cotizaciones'!N7901,[['Sistema operativo']]
'Cotizaciones'!F7902,[['Z1INSEQUI']]
